...1;FuD.Key;Nr.;Verfasser;GND..Verfasser.;VIAF..Verfasser.;EmpfÌ_nger;GND..EmpfÌ_nger.;VIAF..EmpfÌ_nger.;Datierung..JJJJ.MM.TT.;Ausstellungsort;Geonames..Ausstellungsort.;Empfangsort;Geonames..Empfangsort.;Vorlage;VollstÌ_ndigkeit.des.Archivals;ErlÌ_uterung.UnvollstÌ_ndigkeit;Umfang.in.Seiten;Anfang.des.Briefes;Inhaltliche.Stichpunkte;Weitere.Personen;GND..Weitere.Personen.;VIAF..Weitere.Personen.;Orte;Geonames..Orte.;SchlagwÌ¦rter;Weitere_Pers1_genre;Weitere_Pers2_genre;Verfasser1_gender;Verfasser2_gender
5491;CdS-b1-07yx;CdS/16/043-045;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-07-27;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Chere sÒur, j'attendais, depuis longtems, une lettre de toi, en personne,;Dank fÌ_r Brief, in dem CdS von ihrem Wohlergehen, dem Zusammentreffen mit hochgestellten PersÌ¦nlichkeiten und den VerschÌ¦nerungen auf Dyck berichtet. Angenehme Erinnerung an Ts Aufenthalt in Dyck. Rat an CdS, auf die Drohungen des ‰Û_elenden B‰ÛÏ [vermutl. K. Bouton] nicht zu antworten. Vermutung, dass eine zweite Person auch impliziert ist. Ts Beschreibung seines Charakters (Offenheit). Zufriedener Blick auf sein Leben und seine Position. Verbesserte, zweite Ausgabe seines Buches. Ts VerhÌ_ltnis zu seinem Vorgesetzten.;"Simon(s), Mademoiselle; Bouton, Karl";"n/a; n/a";"n/a; n/a";Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;Briefpartner/Werk;NA;male;Male;NA
5494;CdS-b1-07ze;CdS/16/071-072;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1825-06-01;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;3;Un petit accÌ¬s de mon vieux mal causÌ© par le mauvais temps que nous avons;"Schmerzen in der Hand. SchÌ_tzung der SubstitutionsgÌ_ter der Enkel. Wunsch der CdS, andere Gutachter als die von Carlier vorgeschlagenen zu benennen. Bitte um VorschlÌ_ge. Bevorstehende Verhandlung der beiden anderen Angelegenheiten, Anwalt: Pailliet. Reise des preuÌÙischen KÌ¦nigs ins Rheinland. Nachrichten von den Enkeln und den FrÌ_ulein Simons und Dahmen. Nachrichten von Courrier. Politische Nachrichten aus neun franzÌ¦sischsprachigen Zeitungen, die CdS bezieht. Kein Besuch der CdS in Aventure vorgesehen. Gesundheit. Ts Kinder. Austausch Ì_ber eine nicht namentlich genannte mÌ_nnliche Person. ; Dahmen, Ida, verh. Mengelbier; Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829); Harrach, Augusta von, 2. Ehefrau Friedrich Wilhelm III.; Friedrich Wilhelm";"Dahmen, Ida, verh. Mengelbier; Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829); Harrach, Augusta von, 2. Ehefrau  Friedrich Wilhelm III.; Friedrich Wilhelm III., KÌ¦nig von PreuÌÙen; Courier de MÌ©rÌ©, Paul-Louis; Francq, drei Enkel der CdS; Simon(s), Mademoiselle; Carlier, Monsieur";"n/a; http://d-nb.info/gnd/121286169; http://d-nb.info/gnd/118828991; http://d-nb.info/gnd/118535986; http://d-nb.info/gnd/118670255; n/a; n/a; n/a";"n/a; http://viaf.org/viaf/17555308; http://viaf.org/viaf/74650176; http://viaf.org/viaf/774683; http://viaf.org/viaf/5724843; n/a; n/a; n/a";NA;NA;Frankreich - Politik;female;female;Female;NA
5495;CdS-b1-07zs;CdS/16/090-092;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-11-23;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;ChÌ¬re soeur, je me hÌ¢te de rÌ©pondre ÌÊ ta lettre que je viens de recevoir. Nous Ì©tions ÌÊ dÌ©jeuner;Sorge wegen Sturz der CdS. Dank fÌ_r Brief des Drais und dankbare Annahme der Hilfe von Parisot und Jullien (und der CdS). Ts Brief an Lemontey. Bezugnahme auf einen Streit zwischen T. und CdS. Versicherung seiner Zuneigung. Vertrautheit mit CdS, die er seit seiner Reise nach Dyck vermisst. ErklÌ_rung, warum er diesen Punkt erst jetzt anspricht. Positive Artikel Ì_ber Ts Romane in der ‰Û_Gazette de France‰ÛÏ und im ‰Û_Drapeau blanc‰ÛÏ. Ts Versicherung, dass er guter wie schlechter Kritik gelassen gegenÌ_bersteht.;"LÌ©montey, Pierre-Ìädouard; Jullien de Paris, Marc-Antoine; Drais, Pierre (Vertrauensmann der CdS); Simon(s), Mademoiselle; Parisot, Monsieur";"http://d-nb.info/gnd/115628037; http://d-nb.info/gnd/118558730; http://d-nb.info/gnd/1188442287; n/a; n/a";"http://viaf.org/viaf/49257739; http://viaf.org/viaf/76375537; http://viaf.org/viaf/24156073846353862446; n/a; n/a";NA;NA;"Briefpartner/Werk; Freundschaft";NA;NA;Male;NA
5496;CdS-b1-07z9;CdS/16/065-067;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-07-21;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;ChÌ¬re sÒur, me voilÌÊ de retour ÌÊ Laon aprÌ¬s une absence de 18 jours;Anstrengende RÌ_ckreise der Familie nach Laon nach einem angenehmen lÌ_ngeren Besuch bei St. Mars. Theaterbesuche. PrÌ_sentation der Zeichnungen seiner Tochter bei Robert LefÌ¬vre, der sich begeistert zeigt. Dadurch bleibt die Tochter einige Zeit als SchÌ_lerin in seinem Atelier. Neudruck seiner ‰Û_Memoires d'un espagnol‰Û und sein dort beigefÌ_gter Roman ‰Û_Memoires d'un franÌ¤ais‰Û. Ts Besprechung der Angelegenheiten (Prozess, Besitz der Enkel) der CdS mit den zustÌ_ndigen Personen und Nachfrage nach Intentionen der CdS.;"LefÌ¬vre, Robert; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117614815; n/a; n/a";"http://viaf.org/viaf/76580341; n/a; n/a";NA;NA;"Briefpartner/Werk; Bildende Kunst; Wirtschaft/Finanzen";male;NA;Male;NA
5497;CdS-b1-07zx;CdS/16/102-103;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-12-27;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re bonne sÒur, voilÌÊ donc encore une nouvelle annÌ©e qui arrive; que je te la souhaite heureuse, bonne et tranquille";NeujahrswÌ_nsche. Verlust geliebter Personen und notwendige Besinnung auf die Familie. Ts RÌ_ckblick auf bewegte 60 Jahre. Absicht diesen Brief zu Drais nach Paris zu schicken, der ihn dann gegebenenfalls weiterleitet. Aufenthalt seiner SÌ¦hne in Aventure. T. teilt die Meinung der CdS Ì_ber dieses Land. Ruhige Lage. Ts Wohlergehen trotz des Alters.;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;male;NA;Male;NA
5499;CdS-b1-07z2;CdS/16/054;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1824-07-27;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;1;ChÌ¬re sÒur, lorsque je t'ai Ì©crit hier, j'ai oubliÌ© de te dire que le mÌ»me jour;L. hat wie von CdS gewÌ_nscht an Carlier geschrieben und ihn an seine vergangene wohlwollende Position gegenÌ_ber der Familie erinnert. Ts ÌÏberzeugung, dass diese Leute nur Angst einjagen wollen.;Carlier, Monsieur;NA;NA;NA;NA;NA;NA;NA;Male;NA
5500;CdS-b1-0815;CdS/16/153-154;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-05-23;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, j'ai reÌ¤u enfin de tes nouvelles aprÌ¬s les avoir attendues longtems.;RÌ_ckkehr der CdS nach Dyck. ÌÏberraschung des T. Ì_ber die schlecht gefÌ_hrten CollÌ¬ges von denen CdS ihre Enkelkinder genommen hat. BrÌ_ssel passt besser zu ihnen als die Pariser Schulen. Ts morgige Abreise mit der Familie nach Aventure. Dort nÌ¦tige Reparaturen. Erleichterung des T. Ì_ber die Einnahmen durch seine Stellung.  SchÌ¦ne Briefe von Adolphe mit Reisebeschreibung und Zeichnungen. Aufenthalt von Drais im Rheinland. Regen. Baldige Vorbereitung der Einberufungen ins MilitÌ_r;"Francq, FÌ©lix, baron de; Francq, Constant de; Francq, Alexandre de; Drais, Pierre (Vertrauensmann der CdS); ThÌ©is, Adolphe de; Montgaillard, Guillaume-HonorÌ© Rocques de";"n/a; n/a; n/a; http://d-nb.info/gnd/1188442287; n/a; http://d-nb.info/gnd/104056517";"n/a; n/a; n/a; http://viaf.org/viaf/24156073846353862446; n/a; http://viaf.org/viaf/22238613";"BrÌ_ssel; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/2800866; https://www.geonames.org/3025860";Wohnen/Haushalt;NA;male;Male;NA
5501;CdS-b1-080g;CdS/16/116-117;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-04-21;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re sÒur, je n'ai eu de tes nouvelles que par le cÌ«tÌ©; j'en suis fÌ¢chÌ©, car je les aime en face.";Bitte um direkte Neuigkeiten von CdS. Adolphes Abschied. Trauer, aber notwendige Trennung von seinen Kindern. Gute Zukunftsperspektiven des Adolphe durch diese Reise. Dank fÌ_r einen Dienst, den CdS seinem Sohn erwiesen hat. Reiseetappen der Dauphine und diesbezÌ_gliche Vorbereitungen. Ts UnterstÌ_tzung des PrÌ_fekten Floirac. Nachfrage nach PlÌ_nen der CdS.;"ThÌ©is, Adolphe de; Marie-ThÌ©rÌ¬se de France, duchesse d'AngoulÌ»me, spÌ_ter dauphine de France; Floirac, Jacques-Ìätienne de La Grange-Gourdon, comte de";"n/a; http://d-nb.info/gnd/142707007; http://d-nb.info/gnd/1031748733";"n/a; http://viaf.org/viaf/34393130; http://viaf.org/viaf/215034736";"Chauny; Saint-Quentin; Coucy; Saint-Gobain; Brest";"https://www.geonames.org/3025860; https://www.geonames.org/2977295; https://www.geonames.org/3023363; https://www.geonames.org/2979648; https://www.geonames.org/629634";Reise/MobilitÌ_t;male;NA;Male;NA
5502;CdS-b1-0813;CdS/16/149-150;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-03-16;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, j'ai oubliÌ© de te dire, dans une derniÌ¬re lettre que j'avais remis ÌÊ qui de droit;Weiterleitung eines Schreibens von Ladoucette, aber Vermutung, dass das Anliegen keinen Erfolg haben wird. Wetter. Noch kein Erhalt des ersten Teils des Werks der CdS Ì_ber Deutschland. Guter Charakter der Enkel der CdS, besonders des Constant. Ts Zufriedenheit mit seinen Kindern. Seine bald volljÌ_hrige Tochter. Warten auf Neuigkeiten von Adolphe. T. leidet unter der KÌ_lte.;"Francq, Constant de; ThÌ©is, Adolphe de; Ladoucette, Jean Charles FranÌ¤ois, baron de; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; http://d-nb.info/gnd/116643919; n/a";"n/a; n/a; http://viaf.org/viaf/89245444; n/a";NA;NA;CdS: Des Allemands comparÌ©s aux FranÌ¤ais (1826?);male;male;Male;NA
5503;CdS-b1-0804;CdS/16/105-106;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-01-13;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re bonne sÒur, ta derniÌ¬re lettre d'Aix, m'annonÌ¤ait ton dÌ©part immÌ©diat pour Paris;Vermutung, dass CdS wie angekÌ_ndigt nach Paris gereist ist. Nachfrage nach Reiseverlauf und Wohnung der CdS. Ts gestriger 25-jÌ_hriger Hochzeitstag. Zuneigung zu seiner Familie und zu CdS. Geringe Wichtigkeit, die hier den Ereignissen im Arrondissement von Verviers beigemessen wird. Ts PflichterfÌ_llung. Ts und CdS‰Û÷ Bezahlung der Pension von Adolphe. Sorge um unklare Lage in Russland.;"Drais, Pierre (Vertrauensmann der CdS); ThÌ©is, Adolphe de";"http://d-nb.info/gnd/1188442287; n/a";"http://viaf.org/viaf/24156073846353862446; n/a";Verviers;https://www.geonames.org/2784821;NA;male;male;Male;NA
5504;CdS-b1-080r;CdS/16/129-130;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-08-14;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, nous sommes de retour ici depuis huit jours. J'ai Ì©tÌ© chercher ma femme et ma fille ÌÊ Paris;Ts RÌ_ckkehr aus Paris, wo er Tochter und Frau abgeholt hat. Zufriedenheit des Meisters [LefÌ¬vre] mit der Malerei seiner Tochter. Von Drais auf Nachfrage erhaltene Neuigkeiten von CdS. Freude Ì_ber dann erhaltenen Brief der CdS und deren Wohlergehen nach langer Konvaleszenz. Gute Entwicklung der Enkel der CdS. Langsamer Briefverkehr mit Adolphe aufgrund der groÌÙen Distanz. Baldige RÌ_ckkehr des Charles nach einer Reise. BedÌ_rfnis der Jugend nach Abwechslung und nicht nach Ruhe.;"Drais, Pierre (Vertrauensmann der CdS); LefÌ¬vre, Robert; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/117614815; n/a";"http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/76580341; n/a";NA;NA;NA;male;male;Male;NA
5505;CdS-b1-080y;CdS/16/141;ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS);NA;NA;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-12-27;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;1;"Recevez, ma chÌ¬re sÒur, les vÒux  bien tendres que je fais pour vous;";Freude Ì_ber Ankunft der CdS in Paris und Wohlergehen ihrer Enkelkinder, um die sich CdS gut kÌ_mmert. Trauer Ì_ber Trennung von Adolphe. Charles Arbeit in der PrÌ_fektur mit dem Vater. Zufriedenheit mit ihrer Tochter. GlÌ_ckwÌ_nsche an SRD. Bericht ihres Bruders Ì_ber Zusammentreffen mit CdS. Constant wird erwachsen.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, Constant de; ThÌ©is, Charles Constant de; ThÌ©is, Adolphe de; Saint-Mars, vicomte de [= gÌ©nÌ©ral de Saint-Mars?]";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/117624365; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/794527; n/a; n/a";NA;NA;NA;male;male;Female;NA
5506;CdS-b1-0826;CdS/16/182-183;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1828-06-04;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, aussitÌ«t que j'eus reÌ¤u ta lettre, j'ai Ì©tÌ© chez Monsieur LemaÌ¨tre ÌÊ qui j'ai mandÌ©;Besprechung mit LemaÌ¨tre bezÌ_glich eines Schreibens von Garot. Beruhigende Aussage, es sei kaum mÌ¦glich, sie um ihre AnsprÌ_che zu bringen. Freude Ì_ber handschriftlichen Zusatz der CdS zu ihrem Brief. WetterfÌ_hligkeit. Schwangerschaft seiner Tochter. Erkrankung der Mme de Saint-Cricq. Nachricht von Adolphe, der eine Mission auf dem Festland bekommen hat. Dessen RÌ_ckreise Ende Juli. Abschluss der Korrektur seines Werks. Unsicherheit, wie sein Werk aufgenommen wird. Zusendung von Exemplaren an CdS und SRD. AktualitÌ_t der Kapitel Ì_ber Griechenland und Russland.;"ThÌ©is, Adolphe de; Saint-Cricq, Madame de; LemaÌ¨tre, Monsieur (CdS' Anwalt in Laon); Garot/Garrot, Monsieur (Notar in Coucy)";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";NA;NA;"Briefpartner/Werk; Wirtschaft/Finanzen; Reise/MobilitÌ_t";male;NA;Male;NA
5507;CdS-b1-0828;CdS/16/186-187;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1828-07-21;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;3;Ma chÌ¬re amie, je reviens d'une tournÌ©e longue, fatiguante, ennuyeuse pour la levÌ©e militaire;Sorge um Gesundheitszustand der CdS. Ts RÌ_ckkehr von einer Reise zwecks Einberufung von Soldaten. CdS hat sein Werk (‰Û_Politique‰ÛÏ) noch nicht erhalten. Wichtiger Stellenwert der Meinung von CdS und SRD. Ts BuchhÌ_ndler ist alleine fÌ_r die Vermarktung zustÌ_ndig. T. nimmt aber gern eventuelle Hilfe von CdS und ihren Freunden an. EinnahmeeinbuÌÙen durch schlechte Ernte. Neuigkeiten von seinen Kindern: Brief von Adolphe, Schwangerschaft seiner Tochter. Charles' Arbeit in der PrÌ_fektur.;"ThÌ©is, Charles Constant de; ThÌ©is, Adolphe de; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a";NA;NA;"Briefpartner/Werk; Buchhandel/Verleger";male;male;Male;NA
5508;CdS-b1-082k;CdS/16/195-197;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1828-11-06;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;4;ChÌ¬re sÒur, ma fille t'a Ì©crit hier un petit mot pour son dÌ©but;Bezugnahme auf einen anderen Brief: Ausgewogenheit der Geschlechter, aber besondere Last [GebÌ_ren] der Frauen. Wohlergehen seiner Tochter und deren Kindes. Zuneigung ihres Schwiegervaters. Ts Zufriedenheit mit Adolphe und Erleichterung Ì_ber dessen RÌ_ckkehr. Hoffnung, dass CdS die Strenge Julliens ausgleichen kann. Angebot des Ladoucette, ihm behilflich zu sein. T berichtet ihm Ì_ber die Rezeption seiner ‰Û_Politique‰ÛÏ im ‰Û_Moniteur‰ÛÏ und im ‰Û_Journal des dÌ©bats‰ÛÏ. Ts Position als AuÌÙenstehender, weil er nicht in Paris lebt. WetterfÌ_hligkeit.;"Jullien de Paris, Marc-Antoine; ThÌ©is, Adolphe de; Ladoucette, Jean Charles FranÌ¤ois, baron de; Saint-Cricq, Pierre-Laurent-BarthÌ©lÌ©my de (Schwiegervater der JosÌ©phine); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/118558730; n/a; http://d-nb.info/gnd/116643919; n/a; n/a";"http://viaf.org/viaf/76375537; n/a; http://viaf.org/viaf/89245444; http://viaf.org/viaf/38444704; n/a";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;Briefpartner/Werk;NA;male;Male;NA
5510;CdS-b1-082p;CdS/16/203-204;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS);NA;NA;1828-12-28;Aachen;https://www.geonames.org/3247449;NA;NA;Abschrift;vollstÌ_ndig;NA;3;J‰Ûªai reÌ¤u il y a quelques jours votre trÌ¬s bonne lettre, ma chÌ¬re sÒur, je reÌ¤ois ÌÊ l‰Ûªinstant celle de mon frÌ¬re;Dank fÌ_r Ts Brief. Bevorstehende Abreise ihres Mannes und ihrer Tochter JosÌ©phine (Nichte der CdS). Einsamkeit und Trauer der Mutter nach Auszug der Tochter. Versicherung der CdS, dass JosÌ©phine in Paris auf die beste Gesellschaft treffen werde. Angebot der CdS, JosÌ©phine mit Rat zur Seite zu stehen. ZurÌ_ckgezogenes Leben der CdS. Treffen mit JosÌ©phine. CdS‰Û÷ Aufenthalt in Aachen. Weiterreise nach Paris. Geplanter Zeitraum der Paris-Reise der T.? GrÌ_ÌÙe an General Saint-Mars und CdS‰Ûª Bruder. NeujahrswÌ_nsche. Hoffnung der CdS, T. werde gemeinsam mit ihrem Mann bald nach Paris Ì_bersiedeln. PS: Beiliegend drei Briefe der Enkel. GrÌ_ÌÙe an Charles und Adolphe. Diktat dieses Briefes wegen Leiden in der Hand.;"ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS); ThÌ©is, Charles Constant de; Friedrich Wilhelm III., KÌ¦nig von PreuÌÙen; ThÌ©is, Adolphe de; Francq, drei Enkel der CdS; Saint-Mars, gÌ©nÌ©ral vicomte de (Bruder der SchwÌ_gerin der CdS); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/120564734; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/118535986; n/a; n/a; n/a; n/a";"http://viaf.org/viaf/32148970; http://viaf.org/viaf/794527; http://viaf.org/viaf/774683; n/a; n/a; n/a; n/a";NA;NA;"Gesellschaftliches Leben; Familie/Familienrecht";male;male;Female;NA
5511;CdS-b1-081i;CdS/16/167;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette;NA;NA;1828-01-09;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;1;Je veux joindre un mot pour toi, ma chÌ¬re JosÌ©phine, ÌÊ la lettre que j‰ÛªÌ©cris ÌÊ ton mari et rÌ©pondre aussi ÌÊ celle que j‰Ûªai reÌ¤ue de toi.;Dank fÌ_r Brief. Zufriedenheit Ì_ber EheschlieÌÙung. Bitte um regelmÌ_ÌÙige Briefe. Berichte von ihrer Hochzeitsfeier. Krankheit der CdS. GrÌ_ÌÙe von SRD und Enkeln, NeujahrswÌ_nsche. Brief geht an JosÌ©phines Vater, CdS‰Û÷ Bruder.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS); Francq, Constant de; Saint-Cricq, Auguste de (Ehemann von CdS' Nichte JosÌ©phine)";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/120564734; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/32148970; n/a; http://viaf.org/viaf/313412975";NA;NA;Ehe/Liebe;male;male;Female;NA
5512;CdS-b1-082w;CdS/16/223;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1829-05-03;Laon;https://www.geonames.org/3007477;NA;NA;Abschrift;vollstÌ_ndig;NA;1;ChÌ¬re sÒur, ma fille m'apprend que tu demandes la note avec l'Ì©poque de ma nomination ÌÊ diverses fonctions administratives.;Zusendung einer Zusammenstellung seiner verschiedenen beruflichen Stationen in der Verwaltung. Alles andere (Dienst in der Gendarmerie etc.)  braucht die ÌĞffentlichkeit nicht zu wissen. Freude auf baldiges Zusammentreffen mit CdS in Paris.;ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette;NA;NA;NA;NA;Karriere/-fÌ¦rderung;NA;NA;Male;NA
