"";"id";"main_num";"Nr.";"Verfasser";"Verfasser_1genre";"Verfasser_2genre";"Empfänger";"Datierung..JJJJ.MM.TT.";"Ausstellungsort";"Umfang.in.Seiten";"Anfang.des.Briefes";"Weitere.Personen";"Orte";"Schlagwörter"
"700";1046;"main4";"CdS/02_6/186-188";"Salm, Constance de (CdS)";"Female";"Female";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux";1836-06-25;"Dyck (Schloss), Gde. Jüchen";5;"Je veux vous annoncer moi-même, Monsieur et ancien ami, ce que peut-être vous savez déjà;";"Guyet, Isidore; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de";NA;"Frankreich - Politik; Gesundheit/Krankheit; CdS: Mémoires (Publikationsvorhaben)"
"701";1047;"main4";"CdS/02_6/206-207";"Salm, Constance de (CdS)";"Female";"Female";"Châtelain, Jean-Baptiste-François, chevalier de";1836-07-13;"Dyck (Schloss), Gde. Jüchen";3;"Votre lettre que j’ai reçue il y a quelque temps, Monsieur, m’a fait grand plaisir.";NA;"Lüttich/Liège";"CdS: Pensées (1829, 1835, 1846); Briefpartner/Werk; Constance de Salm - Rezeption; Reise/Mobilität; CdS: Vierbändige Werkausgabe (1835/1836), 2 Prosa- und 2 Poesiebände; Presse"
"702";1048;"main4";"CdS/02_6/204-205";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";1836-07-11;"Dyck (Schloss), Gde. Jüchen";3;"Un colonel prussien qui nous arrive, Monsieur, et qui vient de Liège, nous dit que vous êtes attendu";NA;"Lüttich/Liège";"Constance de Salm - Vermarktung; CdS: Œuvres complètes (1842); CdS: Pensées (1829, 1835, 1846); Briefpartner/Werk; Constance de Salm - Rezeption"
"703";1049;"main4";"CdS/02_6/181";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1836-06-13;"Dyck (Schloss), Gde. Jüchen";1;"J’ai reçu presque au moment de mon départ, Monsieur, une très bonne petite lettre de vous";"Waldor, Mélanie, geb. Villenave; Villenave, Théodore; Vanhove, Charlotte, gen. Caroline, verh. Talma, dann verh. comtesse de Châlot; Châlot, comte de";NA;"Reise/Mobilität"
"704";1050;"main4";"CdS/02_6/249-250";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";1836-09-27;"Dyck (Schloss), Gde. Jüchen";4;"Il y a déjà quelque temps, Monsieur, que j’ai reçu une bonne et grande lettre de vous;";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Depping, Georges-Bernard; Novakowsky, Camille de, geb. Chomereau; Allou, Charles-Nicolas; Francq, Alexandre de; Ladoucette, Jean Charles François, baron de; Montémont, Albert; Sandt, Joséphine de, geb. Andriel; Maison, Familie; Châtelain, Monsieur; Bavier, Madame de";"Lüttich/Liège; Blois";"CdS: Œuvres complètes (1842); Wissenschaft; CdS: Mémoires (Publikationsvorhaben)"
"705";1051;"main4";"CdS/02_6/251-252";"Salm, Constance de (CdS)";"Female";"Female";"Naigeon, Céleste";1836-10-03;"Dyck (Schloss), Gde. Jüchen";3;"Je ne puis vous dire, ma chère amie, combien de fois je me suis reproché de ne vous avoir pas encore écrit";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Alexandre de; Friedrich Wilhelm IV., König von Preußen; Montémont, Albert; Maison, Familie; Malpeyre / Malpeire, Monsieur (de?)";NA;"Alter/Jugend; Landleben/Provinzleben"
"706";1052;"main4";"CdS/02_6/223-225";"Salm, Constance de (CdS)";"Female";"Female";"Sanson de Pongerville, Jean-Baptiste";1836-08-13;"Dyck (Schloss), Gde. Jüchen";6;"Je ne puis vous dire, Monsieur, à quel point j’ai été charmée de recevoir votre toute aimable lettre";"Chateaubriand, François-René de, vicomte de; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Drais, Pierre (Vertrauensmann der CdS); Châtelain, Jean-Baptiste-François, chevalier de; Milton, John; Montferrand, Monsieur de";"Koblenz; Mainz";"Constance de Salm - Vermarktung; Briefpartner/Werk; Constance de Salm - Rezeption; Sprachen/-unterricht; CdS: Mémoires (Publikationsvorhaben)"
"707";1053;"main4";"CdS/02_6/232-234";"Salm, Constance de (CdS)";"Female";"Female";"Sanson de Pongerville, Jean-Baptiste";1836-08-25;"Dyck (Schloss), Gde. Jüchen";4;"J’envoie aujourd’hui à Monsieur Drais, Monsieur, plusieurs billets d’amis, et je veux qu’il y en ait un pour vous.";"Chateaubriand, François-René de, vicomte de; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Dupaty, Charles Jean Baptiste Mercier";NA;"Weibliche Autorschaft; CdS: Sur Girodet (1825); CdS: Mémoires (Publikationsvorhaben)"
"708";1054;"main4";"CdS/02_6/257-258";"Salm, Constance de (CdS)";"Female";"Female";"Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)";1836-10-22;"Dyck (Schloss), Gde. Jüchen";4;"Il y a bien longtemps, mon très cher Général, que je vous ai écrit;";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Alexandre de";"Köln";"Karriere/-förderung; Familie/Familienrecht"
"709";1055;"main4";"CdS/02_6/244-245";"Salm, Constance de (CdS)";"Female";"Female";"Raboteau, Paul Étienne";1836-09-16;"Dyck (Schloss), Gde. Jüchen";4;"Mille remerciments, Monsieur, de l’article du Journal de Paris que vous m’avez envoyé.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Sanson de Pongerville, Jean-Baptiste; Drais, Pierre (Vertrauensmann der CdS); Friedrich Wilhelm IV., König von Preußen; Ladoucette, Jean Charles François, baron de; Lavallée, Athanase";"Köln; Koblenz";"Constance de Salm - Rezeption; CdS: Mémoires (Publikationsvorhaben)"
"710";1057;"main4";"CdS/02_6/266-267";"Salm, Constance de (CdS)";"Female";"Female";"Depping, Georges-Bernard";1836-11-27;"Dyck (Schloss), Gde. Jüchen";3;"C’est avec beaucoup de satisfaction, Monsieur, que j’ai trouvé votre nom dans la quadruple lettre";"Ladoucette, Jean Charles François, baron de";NA;NA
"711";1072;"main1";"CdS/16/017-019";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";NA;NA;4;"Cher frère, un ouragan qui a duré 4 jours, m’a retenue à Dyck, mes malles faites.";"Francq, drei Enkel der CdS; Dufour, Monsieur (Jurist); Garot/Garrot, Monsieur (Notar in Coucy); Vingtain, Monsieur (Notar in Paris); Pipelet, Monsieur (Rechtsanwalt ?, Bruder des Jean-Baptiste, gleich Pipelet de Montizeaux?)";NA;"Wirtschaft/Finanzen; Familie/Familienrecht"
"712";1089;"main1";"CdS/16/092-094";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1825-11-26;"Aachen";5;"Je reçois à l’instant ta lettre, cher frère, et j’y réponds à l’instant aussi";"Raboteau, Pierre Paul ; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Drais, Pierre (Vertrauensmann der CdS); Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens Fürst und Altgraf zu; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";NA;"Briefpartner/Werk; Freundschaft"
"713";1090;"main1";"CdS/16/067-068";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1825-08-14;"Dyck (Schloss), Gde. Jüchen";2;"Cher frère, j’ai un moment de liberté, et je veux jaser avec toi.";"Candolle, Augustin-Pyrame de; Jullien de Paris, Marc-Antoine; Friedrich Wilhelm III., König von Preußen; Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine); Francq, drei Enkel der CdS; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Aachen";"Briefpartner/Werk; Frankreich - Politik"
"714";1094;"main1";"CdS/16/104-105";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";NA;NA;2;"Je crois te faire plaisir, comme je m’en fais à moi-même, cher frère, en joignant";"Barbier, Antoine-Alexandre; Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Foy, Maximilien Sébastien; Simon(s), Mademoiselle";NA;"Frankreich - Politik; Freundschaft; Tod/Trauer"
"715";1095;"main1";"CdS/16/072-073";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1825-09-07;"Dyck (Schloss), Gde. Jüchen";2;"Au moment où cette lettre allait partir, cher frère, je recois la tienne.";NA;NA;"Briefpartner/Werk"
"716";1106;"main1";"CdS/16/224-227";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1829-05-25;"Aachen";6;"Je suis ici, depuis trois jours, cher frère, j’ai écrit dix lettres d’affaires, et d’amis, et je veux t’annoncer";NA;NA;"Briefpartner/Werk; Literarisches Geschehen/Neuerscheinung; Freundschaft"
"717";1107;"main1";"CdS/16/197";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1828-11-20;"Aachen";1;"Voici, cher frère, une lettre pour ta fille, je ne te répèterai pas ce que je lui dis;";"Francq, Constant de; Théis, Charles Constant de; Saint-Cricq, Joséphine de (Siehe Théis, Joséphine de); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Brüssel";"Erziehung/Pädagogik; Familie/Familienrecht"
"718";1110;"main1";"CdS/17/046-049";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1831-08-12;"Dyck (Schloss), Gde. Jüchen";7;"Voilà bien longtemps que je ne t’ai écrit, cher frère; mais j’avais à Paris de tes nouvelles";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Charles Constant de; Théis, Adolphe de; Francq, drei Enkel der CdS; Arblay, Monsieur d' (Onkel von Joséphine de Théis); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Niederlande";"Krieg/Konflikt; Belgien - Politik; Erziehung/Pädagogik; Familie/Familienrecht"
"719";1112;"main1";"CdS/17/056-060";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1831-12-02;"Aachen";8;"Je ne puis voir arriver cette fatale date, cher frère, sans penser à notre digne mère, et sans éprouver le besoin";"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de; Théis, Adolphe de; Quillau de Chomereau, Madame (Schwester der Mutter der CdS); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";NA;"Frankreich - Politik; Karriere/-förderung; Deutschland - Politik; CdS: Épître aux souverains absolus (1831); Tod/Trauer; Polen - Politik"
"720";1113;"main1";"CdS/17/018-020";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";NA;"Dyck (Schloss), Gde. Jüchen";4;"Cher frère, je t’ai supposé si occupé dans ces premiers moments, et j’ai été si souffrante";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux; Théis, Charles Constant de; Friedrich Wilhelm III., König von Preußen; Théis, Adolphe de; Forbin-Janson, Charles, comte de; Ladoucette, Jean Charles François, baron de; Wilhelm I., König der Niederlande; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"Nancy; Brabant";"Europa - Politik; Deutschland - Wahrnehmung; Frankreich - Julirevolution 1830; Religion/Kirche; Belgien - Politik"
"721";1118;"main1";"CdS/17/084-085";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";1832-07-16;"Dyck (Schloss), Gde. Jüchen";3;"Je veux joindre un mot pour toi, ma chère amie, à la lettre que j’écris à ton père.";"Hompesch-Rurich, Johann Baptist Ludwig Graf von (1759-1833), Vater von Hermann Philipp; Hompesch, Thérèse-Angélique, Gräfin von, geb. von Aarschot-Schoonhoven";NA;"Ehe/Liebe"
"722";1119;"main1";"CdS/17/155-158";"Salm, Constance de (CdS)";"Female";"Female";"Drais, Pierre (Vertrauensmann der CdS)";1834-12-05;"Dyck (Schloss), Gde. Jüchen";6;"Je vous ai écrit, Monsieur, hier et avant-hier, et je vous avais aussi envoyé";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts); Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Théis, Adolphe de; Sartorius, Franz Joseph (Bürgermeister von Bedburdyck); Fossé-Darcosse, François Barthélémy Thérèse Émilien; Mirault, Monsieur (Chirurg); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"CdS: Œuvres complètes (1842); Wirtschaft/Finanzen; Freundschaft; Gesundheit/Krankheit; CdS: Vierbändige Werkausgabe (1835/1836), 2 Prosa- und 2 Poesiebände; Familie/Familienrecht"
"723";1123;"main1";"CdS/17/088-090";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1832-08-16;"Dyck (Schloss), Gde. Jüchen";4;"J’ai reçu ta lettre, il y a peu de jours, cher frère; elle s’est croisée avec la mienne";"Francq, Alexandre de; Théis, Adolphe de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"Europa - Politik; Cholera; Freundschaft; Ehe/Liebe"
"724";1124;"main1";"CdS/17/096-097";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Adolphe de";1832-10-10;"Dyck (Schloss), Gde. Jüchen";4;"J’aurais désiré pouvoir te répondre peu de jours après avoir reçu ta lettre, mon cher Adolphe;";"Francq, Félix, baron de; Nowakowsky, Madame de";NA;"Frankreich - Politik; Cholera; Freundschaft; Familie/Familienrecht"
"725";1125;"main1";"CdS/17/119-120";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1833-07-14;"Paris";2;"Cher frère, je reçois à l’instant ta lettre qui me cause une révolution; j’en suis toute tremblante";"Théis, Charles Constant de; Théis, Adolphe de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"Tod/Trauer"
"726";1128;"main1";"CdS/17/243-244";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1838-05-25;"Paris";3;"Je n’entends pas parler de toi, cher frère, tu attends que je te donne de mes nouvelles";"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Aachen";"Emanzipation/Frau; Medizin/ Impfung"
"727";1133;"main1";"CdS/17/228";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1837-07-27;"Dyck (Schloss), Gde. Jüchen";1;"Je veux t'apprendre, cher frère, que je suis ici depuis huit à dix jours";"Saint-Mars, Monsieur de";NA;NA
"728";1138;"main1";"CdS/17/310-312";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1840-03-24;"Paris";4;"On m’a remis ta lettre à mon arrivée ici, cher frère, elle m’a fait le plus grand plaisir.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Humboldt, Alexander von; Friedrich Wilhelm IV., König von Preußen";"Aachen";"1814/1815; Landleben/Provinzleben; Reise/Mobilität; Gesundheit/Krankheit"
"729";1139;"main1";"CdS/17/306-308";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1840-02-01;"Aachen";4;"J’ai reçu ta dernière lettre, cher frère, deux jours après t’avoir écrit;";"Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Berlin; England";"Religion/Kirche; Reise/Mobilität"
"730";1141;"main1";"CdS/17/337-339";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1841-03-02;"Paris";4;"Enfin, cher frère, je commence à me porter un peu moins mal";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Théis, Charles Constant de";NA;"Gesundheit/Krankheit"
"731";1147;"main4";"CdS/20/008-010";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1827-09-26;"Dyck (Schloss), Gde. Jüchen";5;"Je vous ai écrit un mot d’Aix-la-Chapelle, Monsieur, pour vous dire que j’avais reçu votre seconde lettre";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Friedrich Wilhelm III., König von Preußen; El Cid, eigentlich: Rodrigo Diaz de Vivar";NA;"Briefpartner/Werk; Alter/Jugend; Deutschland - Wahrnehmung; Religion/Kirche; Erziehung/Pädagogik"
"732";1148;"main1";"CdS/17/358";"Salm, Constance de (CdS)";"Female";"Female";"Depping, Georges-Bernard";NA;NA;2;"Vous serez bien étonné, Monsieur, de recevoir si tard la lettre que je joins à celle-ci";"Drais, Pierre (Vertrauensmann der CdS)";NA;NA
"733";1152;"main4";"CdS/20/022";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1828-03-01;"Paris";1;"Le Prince et la Princesse de Salm prient Messieurs, Madame de Villenave et Madame Waldor";NA;NA;NA
"734";1153;"main1";"CdS/31/121-122";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1829-01-21;"Aachen";4;"Monsieur Masselin m’apprend, Monsieur, que vous êtes étonné de ne pas recevoir de mes nouvelles";"Francq, Constant de; Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Garot/Garrot, Monsieur (Notar in Coucy)";NA;"Prozess/Gericht"
"735";1154;"main4";"CdS/20/107-108";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1830-12-25;"Aachen";3;"Je reçois cette lettre, Monsieur, au moment où j’adresse un paquet de lettres à Monsieur Drais";"Barrot, Odilon; Friedrich Wilhelm III., König von Preußen; Laffitte, Jacques";"Belgien; Maastricht";"1814/1815; Europa - Politik; Krieg/Konflikt; Deutschland - Politik; Belgien - Politik"
"736";1155;"main4";"CdS/20/238";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1838-04-11;NA;1;"Je rappelle à Monsieur Villenave qu’il m’a promis que Monsieur son fils porterait chez Monsieur Barbier";"Barbier, Louis-Nicolas; Villenave, Théodore; Gosse, Étienne (Redakteur der """"""""Pandore"""""""")";NA;"Constance de Salm - Vermarktung; CdS: Pensées (1829, 1835, 1846)"
"737";1156;"main4";"CdS/20/118";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1831-07-13;NA;1;"La Princesse de Salm est si fatiguée de son petit voyage";"Waldor, Mélanie, geb. Villenave; Villenave, Théodore";NA;NA
"738";1159;"main1";"CdS/31/116";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1828-09-12;"Dyck (Schloss), Gde. Jüchen";2;"J’ai reçu il y a quelque temps, Monsieur, une nouvelle significative que je joins à cette lettre";"Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Chambert, Monsieur (Anwalt CdS' in Tours)";"Tours";"Prozess/Gericht"
"739";1160;"main1";"CdS/31/051-054";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1826-01-28;"Paris";6;"Je me hâte de répondre, Monsieur, à la lettre que j’ai reçue de vous hier.";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours); Dufour, Monsieur (Jurist)";NA;"Prozess/Gericht"
"740";1161;"main1";"CdS/31/061";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1826-04-04;NA;2;"Je reçois votre lettre, Monsieur, au moment où je pensais à vous écrire ;";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS; Garot/Garrot, Monsieur (Notar in Coucy); Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet)";NA;"Briefpartner/Werk; Prozess/Gericht"
"741";1162;"main1";"CdS/31/045-046";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-11-17;"Dyck (Schloss), Gde. Jüchen";2;"J'ai reçu, Monsieur, votre dernière lettre avec la copie du jugement";"Evelt, Christian (Rechtsanwalt in Düsseldorf); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Dufour, Monsieur (Jurist)";"Tours; Coucy";"Prozess/Gericht"
"742";1163;"main1";"CdS/31/128-129";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1829-05-01;"Paris";2;"Je n’entends pas parler de vous, Monsieur, et je m’en alarme";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS; Garot/Garrot, Monsieur (Notar in Coucy)";NA;"Wirtschaft/Finanzen; Prozess/Gericht"
"743";1164;"main1";"CdS/31/032-033";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-09-11;"Dyck (Schloss), Gde. Jüchen";3;"Je reçois enfin, Monsieur, une longue lettre de M. Dufour";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Dufour, Monsieur (Jurist)";"Coucy";"Prozess/Gericht"
"744";1166;"main1";"CdS/31/022";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";NA;"Dyck (Schloss), Gde. Jüchen";1;"Son Altesse, Monsieur, a été dangereusement malade";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe";NA;"Gesundheit/Krankheit; Prozess/Gericht"
"745";1167;"main1";"CdS/31/066-067";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1826-07-28;"Dyck (Schloss), Gde. Jüchen";3;"Je reçois votre seconde lettre, Monsieur, et j’y réponds à l’instant,";"Barbier, Antoine-Alexandre; Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Lémontey, Pierre-Édouard; Dufour, Monsieur (Jurist)";"Tours";"Freundschaft; Tod/Trauer; Prozess/Gericht"
"746";1168;"main1";"CdS/31/069-073";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1826-12-25;NA;10;"J’étais sur le point de quitter la campagne, Monsieur, lorsque j’ai reçu votre dernière lettre.";"Pipelet, Jean-Baptiste; Carlier, [Jean?] (Bürgermeister von Coucy bzw. Folembray); Francq, drei Enkel der CdS; Pipelet, Madame, in erster Ehe Lamiral (2. Frau von Jean-Baptiste Pipelet); Pugnet, Monsieur; Brière de Mondétour, Monsieur; Sèze, Monsieur de; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Vingtain, Monsieur (Notar in Paris); Pipelet, François (Großvater von Minette); Lamiral / L'Amiral, Monsieur (erster Mann der zweiten Frau von Jean-Baptiste Pipelet)";"Aachen; Coucy";"Wirtschaft/Finanzen; Ehe/Liebe; Prozess/Gericht"
"747";1169;"main1";"CdS/31/083-085";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-04-13;"Paris";5;"Je vous ai envoyé hier, Monsieur, la signification du jugement";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, drei Enkel der CdS";NA;"Prozess/Gericht"
"748";1174;"main1";"CdS/02_1/031-032";"Salm, Constance de (CdS)";"Female";"Female";"Thurot, Jean-François";1794-02-21;"Paris";3;"Cher citoyen, je suis fâchée de votre absence";NA;NA;"Alter/Jugend; Freundschaft; CdS: Sapho (1794)"
"749";1177;"main1";"CdS/02_1/070-072";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1798-05-31;NA;5;"J’ai reçu, Mademoiselle, votre lettre du 23 floréal; je suis fort sensible à la gratitude";"Bonnot de Condillac, Etienne; Luneau de Boisjermain, Pierre-Joseph-François; Gibbon, Edward; Veneroni, Giovanni; Gessner, Salomon; Ossian; Young, Edward";NA;"Briefpartner/Werk; Literarisches Geschehen/Neuerscheinung"
"750";1179;"main1";"CdS/02_1/050";"Salm, Constance de (CdS)";"Female";"Female";NA;NA;NA;1;"J’ai reçu, Monsieur, la lettre et les vers que vous m’avez adressés";NA;NA;"Briefpartner/Werk"
"751";1183;"main1";"CdS/02_1/061";"Salm, Constance de (CdS)";"Female";"Female";NA;NA;NA;1;"J’ai reçu, Messieurs, la lettre très flatteuse que vous venez de m’écrire";NA;NA;"Weibliche Autorschaft; Theater; CdS: Sapho (1794)"
"752";1184;"main1";"CdS/02_1/044";"Salm, Constance de (CdS)";"Female";"Female";"Miger, Simon Charles";NA;NA;1;"J’ai reçu, Monsieur, votre ouvrage et les quatre vers aimables";NA;NA;"Briefpartner/Werk"
"753";1188;"main1";"CdS/02_1/101-102";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-08-03;NA;2;"En vérité, ma chère amie, je ne sais comment m’y prendre pour vous dire";"Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Théis, Adolphe de";NA;"Reise/Mobilität; Ehe/Liebe"
"754";1189;"main1";"CdS/02_1/098-099";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-05-16;NA;2;"Je ne vous écrirai qu'une bien petite lettre aujourd'hui, ma chère amie, il est tard et j'ai beaucoup de choses à faire;";"Pugnet, Monsieur";NA;"Karriere/-förderung"
"755";1191;"main1";"CdS/02_1/106-107";"Salm, Constance de (CdS)";"Female";"Female";"Clavier, Étienne";1800-12-26;"Paris";3;"Étienne, en vérité, vous m’embarrassez fort: / Pour vous fêter en bonne catholique / J’ai feuilleté…";NA;NA;"Freundschaft; CdS: Verschiedene Verse (nicht identifiziert)"
