;FuD-Key;letzte Änderung;Dokumenttyp;URL;Nr.;Verfasser;GND (Verfasser);VIAF (Verfasser); Empfänger;GND (Empfänger);VIAF (Empfänger);Datierung (JJJJ-MM-TT);Alternative Datierung;Ausstellungsort;Geonames (Ausstellungsort);Empfangsort;Geonames (Empfangsort);Vorlage;Vollständigkeit des Archivals;Erläuterung Unvollständigkeit;Umfang in Seiten;Anfang des Briefes;Inhaltliche Stichpunkte;Weitere Personen;GND (Weitere Personen);VIAF (Weitere Personen);Orte;Geonames (Orte);Schlagwörter;Editionen;Vermerk;Bestand;Verweise;Digitalisate: Dateiname (Signatur);Zitierempfehlung
6732;CdS-b1-07ty;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10427;CdS/30/021-022;Thurot, Jean-François;http://d-nb.info/gnd/117627445;http://viaf.org/viaf/193518763;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1813-07-02;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;M'avez-vous donc tout à fait oublié, Madame, ou bien voulez-vous me punir;Schweigen der CdS und Hoffnung, dass nur ihre verschiedenen Zerstreuungen der Grund dafür sind. Sorge des T. Rückkehr der CdS nach Paris. Erfolgreiche Übersetzung eines Werks des Ginguené und dadurch Hoffnung auf seine Berufung ans Collège de France. Unwürdige Kandidatur von Tissot und Lemaire. Bitte um Brief der CdS.;"Tissot, Pierre-François; Ginguené, Pierre-Louis; Lemaire, Charles";"http://d-nb.info/gnd/115664130; http://d-nb.info/gnd/119365103; http://d-nb.info/gnd/116890878";"http://viaf.org/viaf/73901929; http://viaf.org/viaf/2470889; http://viaf.org/viaf/40141579";;;"Gelehrte Gesellschaft; Briefpartner/Werk";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2500);"CdS-b1-07ty-0.jpg (CdS/30/021); CdS-b1-07ty-1.jpg (CdS/30/022)";CdS/30/021-022. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10427.
5544;CdS-b1-087i;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10920;CdS/27/127-128;Mentelle, Edme;http://d-nb.info/gnd/100208878;http://viaf.org/viaf/76326269;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1813-10-04;;;;;;Abschrift;vollständig;;3;Madame la comtesse, si, en même temps que cette lettre, ;Nachfrage, ob CdS gleichzeitig mit diesem Brief sein Buch erhalten hat. 3 Exemplare für die Bibliothek des Königs von Rom. Beschreibung der Beerdigung des Gréty. Musik. Stimmabgabe des M. für einen Kandidaten bei [Instituts?-]Wahlen. Neuigkeiten aus der Familie des M. Entschuldigung für seine schlechte Schrift.;"Le Prévost d'Iray, Chrétien-Siméon, vicomte; Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Bonaparte, Napoleon François Charles Joseph, Kronprinz von Frankreich, König von Rom; Mentelle, Virginie; Grétry, André-Ernest-Modeste; Montesquiou, Madame de; Raboteau, Emélie, verh. Ranson; La Chabeaussière, Ange Étienne Xavier Poisson de";"http://d-nb.info/gnd/117640433; http://d-nb.info/gnd/120252805; http://d-nb.info/gnd/118743996; n/a; http://d-nb.info/gnd/118542079; n/a; n/a; http://d-nb.info/gnd/116480998";"http://viaf.org/viaf/56612519; http://viaf.org/viaf/19866122; http://viaf.org/viaf/103645458; n/a; http://viaf.org/viaf/51884495; n/a; n/a; http://viaf.org/viaf/49265915";;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3501);"CdS-b1-087i-0.jpg (CdS/27/127); CdS-b1-087i-1.jpg (CdS/27/128)";CdS/27/127-128. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10920.
5467;CdS-b1-07vy;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10499;CdS/16/003-004;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1814-04-27;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;3;"Cher frère; je suis d’une tristesse mortelle aujourd’hui, et l’espoir que cette lettre ";Niedergeschlagenheit der CdS. Ärgerlicher Zwischenfall bei CdS’ Ankunft in Dyck: Ihre unangemeldete Vernehmung durch zwei Polizisten. CdS’ Unschuld. Ihre Wut und Empörung über diese Art des Umgangs mit ihr und Abfassen eines Beschwerdebriefs an den Gouverneur général. Beschwerde auch von Seiten SRDs.;Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;;;Verbrechen;;;Schloss Dyck;;"CdS-b1-07vy-0.jpg (CdS/16/003); CdS-b1-07vy-1.jpg (CdS/16/004)";CdS/16/003-004. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10499.
9369;CdS-b1-0875;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10907;CdS/27/093;Mentelle, Edme;http://d-nb.info/gnd/100208878;http://viaf.org/viaf/76326269;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1814-05-01;;;;;;Abschrift;vollständig;;1;Madame la comtesse, je demandais à Langlès vendredi si vous aviez reçu ;Ankunft des SRD in Paris. Gesundheitszustand des M.  M. als möglicher Historiograph des Königs.;"Langlès, Louis-Mathieu; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Louis XVIII, König von Frankreich";"http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/118780743";"http://viaf.org/viaf/32118316; http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/84035484";;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3463);CdS-b1-0875-0.jpg (CdS/27/093);CdS/27/093. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10907.
10572;CdS-b1-07w0;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10501;CdS/16/005-007;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1815-03-05;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;4;Ma femme vient de me faire passer ta lettre, très chère sœur, et je me hâte d’ répondre;Dank für Brief. T. zurück auf Schloss Aventure. Sehnsucht nach der Vergangenheit. Veränderter Zeitgeist durch die Ereignisse der Revolution. Gegnerschaften von bislang unbekannter Intensität. Verrat der CdS durch einen früheren Préfet [?]. CdS’ Klagen über Dyck. Positive Aspekte. Tod der Mademoiselle de Saint-Mars. Elternhaus seiner Frau, sein Schwiegervater. Klagen des T. über sehr negative Resonanz auf eine ehrenvolle Maßnahme seinerseits. Verhältnis zu seiner Frau. Bitte um Antwortbrief nach Aventure. PS: Schwangere Hündinnen. Brief für Minette erhalten?;"Saint-Mars, Mademoiselle de (Tochter des Generals); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"n/a; n/a";"n/a; n/a";;;"Alter/Jugend; Französische Revolution";;;Schloss Dyck;Original: CdS/71/012-014(https://constance-de-salm.de/archiv/#/document/9903);"CdS-b1-07w0-0.jpg (CdS/16/005); CdS-b1-07w0-1.jpg (CdS/16/006); CdS-b1-07w0-2.jpg (CdS/16/007)";CdS/16/005-007. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10501.
8083;CdS-b1-085z;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10865;CdS/26/013-015;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1815-11-06;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;4;Madame, j'ai bien tardé à vous remercier de l'aimable attention;D. lehnt dankend eine Anweisung von CdS zur finanziellen Besserstellung seiner Rente durch den Finanzminister ab, weil ihm die Sache zu aufwändig ist. Er möchte sich in Zukunft nur noch der Literatur widmen, berichtet von zwei bevorstehenden Buchprojekten. Dankt dennoch für eine Summe Geld, für die ihn CdS entschädigt hat. Hat über 5 Monate Ausländer beherbergt. Möchte auch einige Stiche verkaufen, die ihm wiederum Geld einbringen werden. Schwiegersohn von CdS hat Ds Landgut gekauft. Die Tragödie „Nicodême“ von Delrieu wurde aufgeführt. Picard macht seinem Bruder das Leben schwer.;"Delrieu, Étienne-Joseph-Bernard; Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Francq, Louis Bernard, baron de; Picard, Louis-Benoît";"http://d-nb.info/gnd/115635912; http://d-nb.info/gnd/104201088; n/a; http://d-nb.info/gnd/100234526";"http://viaf.org/viaf/17233053; http://viaf.org/viaf/100176929; n/a; http://viaf.org/viaf/54241283";;;"Gesellschaftliches Leben; Wirtschaft/Finanzen";;;Schloss Dyck;;"CdS-b1-085z-0.jpg (CdS/26/013); CdS-b1-085z-1.jpg (CdS/26/014); CdS-b1-085z-2.jpg (CdS/26/015)";CdS/26/013-015. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10865.
10686;CdS-b1-08cc;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/11097;CdS/29/050-051;Langlès, Louis-Mathieu;http://d-nb.info/gnd/116725087;http://viaf.org/viaf/32118316;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1816-02-25;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;Aimable comtesse et voisine, vous aurez été aussi étonnée qu'affligée de la mort ;Berichtet vom Tod Martinis und dessen Strenge und Härte, die von seinen Freunden und Künstlern beklagt wird. Ebenso Tod Mentelles, den L. sehr mochte, und die ungewisse Versorgung seiner Witwe. Institut national des sciences et des arts soll in seinem gesamten Bestand erhalten bleiben. Duval [vermutlich Alexandre] wird aufs Land ziehen. Seltene Treffen mit Didot und Thurot.;"Didot, Firmin; Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Mentelle, Edme; Mentelle, Madame (zweite Frau des Edme Mentelle, geb. de La Noue); Thurot, Jean-François";"http://d-nb.info/gnd/116173068; http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/120252805; http://d-nb.info/gnd/100208878; n/a; http://d-nb.info/gnd/117627445";"http://viaf.org/viaf/54239780; http://viaf.org/viaf/100176929; http://viaf.org/viaf/19866122; http://viaf.org/viaf/76326269; n/a; http://viaf.org/viaf/193518763";;;"Gelehrte Gesellschaft; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-08cc-0.jpg (CdS/29/050); CdS-b1-08cc-1.jpg (CdS/29/051)";CdS/29/050-051. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/11097.
6797;CdS-b1-084d;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10807;CdS/26/049-051;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1816-05-03;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;4;"Madame, votre dernière lettre m'a fait peine et plaisir; peine parce que je crois que vous éloignez votre voyage à Paris";Hineinfinden in seinen [neuen?] Posten. Vermietung seines Hauses und Veräußerung von Besitz. Seine Familie hat sich an die Entbehrungen noch nicht gewöhnt. Er muss in der Sache standhaft bleiben. Sorge um seine Tochter. Freude über seine ältere Tochter, die Übersetzerin ist. Übersetzte Texte von ihr. Begleichen von Schulden der CdS an Duval. Verkauf seines Bauernhofs und Finanzielles. Hohe Ausgaben der CdS für ihr Haus. Damit verbundener Ärger. Rät ihr, den Verkauf  nicht zu überstürzen. Heirat seiner Nichte und Glück der Vermählten. Bedürfnis seines Bruders nach Ruhe. Testament Martinis? Undankbarkeit desselben einer Person gegenüber [CdS?]. SRD in ihrer Gesellschaft? Freude über ihre Briefe. Bitte, ihm häufig zu schreiben.;"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Langlès, Louis-Mathieu; Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Mentelle, Edme; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Pineux-Duval, Mademoiselle (Tochter von Alexandre Duval); Pineux-Duval, Laure (Tochter von Amaury Duval)";"http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/120252805; http://d-nb.info/gnd/100208878; http://d-nb.info/gnd/1159074453; n/a; n/a";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/32118316; http://viaf.org/viaf/19866122; http://viaf.org/viaf/76326269; http://viaf.org/viaf/1847152636116120051820; n/a; n/a";;;"Wohnen/Haushalt; Wirtschaft/Finanzen";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5830);"CdS-b1-084d-0.jpg (CdS/26/049); CdS-b1-084d-1.jpg (CdS/26/050); CdS-b1-084d-2.jpg (CdS/26/051)";CdS/26/049-051. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10807.
8001;CdS-b1-07tz;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10428;CdS/30/030-032;Thurot, Jean-François;http://d-nb.info/gnd/117627445;http://viaf.org/viaf/193518763;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1816-08-10;;;;;;Abschrift;vollständig;;4;Je ne saurais vous dire combien la lettre que vous m'avez fait l'honneur;Spekulationen über Schweigen der CdS und Erleichterung über ihre Antwort. T. bereut seinen Brief. Freimütigkeit aus alter Freundschaft. Seine erwiderte Liebe für eine Frau, die auch CdS kennt. Verständnis der CdS für sein Glück und seine Gefühle. Wunsch nach einem Zusammentreffen mit CdS und dieser Frau. Besuch bei einem Freund der CdS und vertraulicher Bericht über dessen Besuch bei einer berühmten Dame. Vertraulicher und gewagter Charakter dieses Briefs und diesbezügliche Bitte um Verständnis.;;;;;;Freundschaft;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2492);"CdS-b1-07tz-0.jpg (CdS/30/030); CdS-b1-07tz-1.jpg (CdS/30/032)";CdS/30/030-032. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10428.
9404;CdS-b1-08ce;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/11099;CdS/29/055-057;Langlès, Louis-Mathieu;http://d-nb.info/gnd/116725087;http://viaf.org/viaf/32118316;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1817-09-17;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;5;Quoique l'ami Drais ait eu la complaisance;"Bedauern, wegen seiner vielen Beschäftigungen keine Zeit für CdS gehabt zu haben. Berichtet von einer Indiskretion des Sekretärs der Académie, von seinem Besuch bei Duval, von bevorstehenden Wahlen, an denen u.a. Benjamin Constant teilnimmt. Erzählt von einem Abenteuerspiel namens „saut du Nigare“, von Engländerinnen in Paris, vom Werk der Lady Morgan und einer Comtesse de Pastorel, die nicht erfreut war, sich darin wieder zu finden, und von weiterem Klatsch und Tratsch von gemeinsamen Bekannten u.a. Talma, Madame Gay, die bald ein Buch veröffentlichen wird. ;";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Talma, François-Joseph; Constant, Benjamin; Morgan, Lady Sydney, geb. Sydney Owenson; Pastorel, comtesse de; Gay, Sophie, baronne de Lupigny, geb. Nichault de la Valette";"http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/117198838; http://d-nb.info/gnd/118638475; http://d-nb.info/gnd/118641166; n/a; http://d-nb.info/gnd/11647260X";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/54253906; http://viaf.org/viaf/45095766; http://viaf.org/viaf/107533016; n/a; http://viaf.org/viaf/27059297";;;Gesellschaftliches Leben;;;Schloss Dyck;;"CdS-b1-08ce-0.jpg (CdS/29/055); CdS-b1-08ce-1.jpg (CdS/29/056); CdS-b1-08ce-2.jpg (CdS/29/057)";CdS/29/055-057. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/11099.
8063;CdS-b1-084e;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10808;CdS/26/065-067;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1818-02-25;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;4;Madame la Princesse, je voulais répondre tout de suite à votre dernière lettre;Seine starke Beschäftigung durch familiäre Angelegenheiten und Privates. Aufgelöste Geschäftsverbindung Duvals. Beschäftigung seines untätigen Schweigersohns. Dessen Tüchtigkeit und Geschick in der Leitung des Unternehmens [Buchhandel]. Evtl. Ankauf der Bibliothek von Clavier. Freude über das Blühen seines Unternehmens. Bitte des Comte d'Orloff, sein Manuskript „l'Histoire politique et littérature du Royaume de Naples” zu drucken/herauszugeben. Seine Arbeit an dem Manuskript, welches in drei bis vier Bänden erscheinen wird. Weitere zu überwachende Veröffentlichungen. Gefallen an seiner Arbeit nur durch Geldsorgen gestört. Rückzahlungen der CdS erlauben ihm, seine Schulden zu begleichen. Wichtigkeit der Presse/Kritik für die Sichtbarkeit von schriftstellerischen Werken. Geheimnis um ihr neues Werk [?]. Treffen mit Barbier und besorgniserregende Neuigkeiten von CdS. Krankheit? Bitte um umgehende Neuigkeiten, ggf. durch Minette. Gesundheit deren Mannes?;"Clavier, Esther (Siehe Courier); Clavier, Étienne; Barbier, Louis-Nicolas; Francq, Louis Bernard, baron de; Orloff, Grégoire, comte de; Ginguené, Pierre-Louis; Pons [oder Ponce?], Monsieur; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Cramayel (?), comte de";"n/a; http://d-nb.info/gnd/117691259; http://d-nb.info/gnd/116051930; n/a; http://d-nb.info/gnd/121666298; http://d-nb.info/gnd/119365103; n/a; n/a; n/a";"n/a; http://viaf.org/viaf/25386357; http://viaf.org/viaf/32738691; n/a; https://viaf.org/viaf/76460479; http://viaf.org/viaf/2470889; n/a; n/a; n/a";Neapel;https://www.geonames.org/3172394;"Briefpartner/Werk; Buchhandel/Verleger; Presse";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5832);"CdS-b1-084e-0.jpg (CdS/26/065); CdS-b1-084e-1.jpg (CdS/26/066); CdS-b1-084e-2.jpg (CdS/26/067)";CdS/26/065-067. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10808.
5468;CdS-b1-07w1;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10502;CdS/16/007-009;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1821-05-13;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;unvollständig;Der Brief bricht auf der vierten Seite mittem im Satz ab.;4;Cher frère, j’ai reçu avant hier ta première lettre et hier ta seconde ;Dank für zwei Briefe. Einquartierung von Militärs in Dyck. Volljährigkeit des Constant. Schwierigkeiten, eine Summe Geldes zu empfangen. Verständigung mit Vormund, T.s Schwager Saint-Mars, und Dankbarkeit der CdS ihm gegenüber. Briefe der Minette bitte an CdS, auch diejenigen aus Vingtains Besitz. Aufbewahrung für die Enkel. Nach Aussage einer Madame Poisson angeblich brisante Papiere in Minettes Nachlass. Briefe des P[ipelet?]. Vertrauensvolles Verhältnis zwischen CdS und Minette. Kosten einer Unterkunft. [Abbruch des Briefs mit der Bemerkung: „Le reste de cette lettre ne s’est pas trouvé.“];"Pipelet, Jean-Baptiste; Francq, Constant de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Vingtain, Monsieur (Notar in Paris); Poisson, Madame (Siehe Poisson de La Chabeaussière)";"n/a; n/a; n/a; n/a; n/a; n/a";"https://viaf.org/viaf/188712285; n/a; n/a; n/a; n/a; n/a";;;"Wirtschaft/Finanzen; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-07w1-0.jpg (CdS/16/007); CdS-b1-07w1-1.jpg (CdS/16/008); CdS-b1-07w1-2.jpg (CdS/16/009)";CdS/16/007-009. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10502.
6752;CdS-b1-07wm;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10523;CdS/16/009-012;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1821-10-24;;Laon;https://www.geonames.org/3007477;;;Abschrift;vollständig;;5;Chère bonne soeur, je ne t'ai pas écrit depuis quelque temps pour bien des raisons;Ts Arbeitsbelastung aufgrund der Abreise des Präfekten. Freude über Artikel von Dussault im „Journal des débats“ und im „Moniteur“ über sein Werk. Korrektur der Druckfahnen. Auf Anraten der CdS schickt T. Briefe an Duval, Barbier, Langlès und Lemontey. Überzeugung, dass in dieser Angelegenheit Unbekannte mehr helfen können als Freunde. Brief an Drais. Auflistung der Personen, an die er sein Werk schicken wird. Abschluss einer großen Angelegenheit und Hoffnung, dass sich daraus für ihn Vorteile ergeben. Niederkunft seiner Schwägerin. Ts Gesundheitszustand. Neuigkeiten von seinen Kindern. Freude über Reise der CdS in das belebte Aachen. Wunsch, dass CdS nach Paris zurückkommt. Erklärungen zu seinem Verhalten bezüglich seines Titels (Baron). Überlegungen über die Zukunft der Enkel der CdS. Wohltuende Wirkung des Wassers.;"Barbier, Antoine-Alexandre; Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux; Langlès, Louis-Mathieu; Lémontey, Pierre-Édouard; Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Théis, Adolphe de; Dussault, Jean Joseph; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/116051795; http://d-nb.info/gnd/116258659; http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/115628037; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a; http://d-nb.info/gnd/10011752X; n/a; n/a";"http://viaf.org/viaf/7386511; http://viaf.org/viaf/59072566; http://viaf.org/viaf/32118316; http://viaf.org/viaf/49257739; http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; n/a; http://viaf.org/viaf/19687461; n/a; n/a";Aachen;https://www.geonames.org/3247449;"Adel; Briefpartner/Werk; Wirtschaft/Finanzen";;;Schloss Dyck;Original: C04/S29/002-004(https://constance-de-salm.de/archiv/#/document/5875);"CdS-b1-07wm-0.jpg (CdS/16/009); CdS-b1-07wm-1.jpg (CdS/16/010); CdS-b1-07wm-2.jpg (CdS/16/011); CdS-b1-07wm-3.jpg (CdS/16/012)";CdS/16/009-012. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10523.
