FuD_Key;Verfasser;Verfasser_GND;Verfasser_VIAF;Empfaenger;Empfaenger_GND;Empfaenger_VIAF;Datierung;Datierung_alt;Ausstellungs_Ort;Ort_long;Ort_lat;Ausstellungsort_Geonames;Vorlage;Vollstaendigkeit;Erlaeuterung_Unvollstaendigkeit;Seiten;Anfang_Brief;Inhalt_Stichpunkte;Weitere_Personen;Weitere_Personen_GND;Weitere_Personen_VIAF;Orte;Orte_Geonames;Schlagwoerter;Editionen;Vermerk;Bestand;Verweise;Digitalisate_Signatur;Hand_Nr;Verfasser_1_Gender;Verfasser_2_Gender;Empfaenger_Gender;URL;Nr;sentiments;Austellungsort_Geonames;Austellungsort_Koordinaten
CdS-b1-07zw;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-12-13;;Laon;3.62714;49.5631;;;vollständig;;3;"Chère bonne sœur, c'est aujourd'hui ta fête; ma famille et moi te la souhaitons de tout notre coeur.";Namenstag der CdS und Geburtstag des T. Altern. Wichtiger Stellenwert der Familie. Ruhiges Erinnern an ein bewegtes Leben. Wunsch, sich noch ein paar Jahre um seine Kinder kümmern zu können. Zufriedenheit mit seinen Kindern. Erinnerung an einen anderen traurigen Geburtstag. Tod Barbiers. Organisation von Wahlen aufgrund des Todes des Generals Foy.;;;;;;Familie/Familienrecht;;;Schloss Dyck;Original: C04/S29/096-098(https://constance-de-salm.de/archiv/#/document/8425);"CdS-b1-07zw-0.jpg (CdS/16/100); CdS-b1-07zw-1.jpg (CdS/16/101)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10645;CdS/16/100-101;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-07zk;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1825-10-26;;Laon;3.62714;49.5631;;;vollständig;;2;Chère sœur, depuis ma dernière lettre, je suis encore retourné à l'Aventure;Ts Aufenthalt in Aventure. Verbesserter aber schwacher Gesundheitszustand seiner Tochter. Rückkehr des Präfekten. Erneute Abreise Ts nach Aventure. Bedürfnis nach Entspannung. Adolphes Anwesenheit. Gesundheitszustand und Arbeit von Charles.;"Théis, Charles Constant de; Théis, Adolphe de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a";;;;;;Schloss Dyck;Original: C04/S29/084-086(https://constance-de-salm.de/archiv/#/document/5901);"CdS-b1-07zk-0.jpg (CdS/16/081); CdS-b1-07zk-1.jpg (CdS/16/082)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10633;CdS/16/081-082;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-080x;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-09-22;;Aventure / L'Aventure (Schloss), Gde. Chauny;3.21857;49.61514;;;vollständig;;3;Chère sœur, j'ai reçu ta lettre que tu m'as envoyée par Saint-Mars, puis une autre;Dank für Briefe der CdS. Ts Sorge aufgrund ausbleibender Briefe von Adolphe, aber positive Berichterstattung über die Lage in der Kolonie des Bouillé ans Ministerium. Gesundheit im Alter. Freude über CdS und SRD widerfahrene Ehre. Enkelkinder der CdS. Schäden durch Unwetter. Schön bepflanzte Gärten in Aventure.;"Drais, Pierre (Vertrauensmann der CdS); Thiers, Adolphe; Saint-Mars, vicomte de [= général de Saint-Mars?]";"http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/118801937; n/a";"http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/71424155; n/a";;;"Botanik/Gartenkunst; Reise/Mobilität";;;Schloss Dyck;Original: C04/S29/151-153(https://constance-de-salm.de/archiv/#/document/5921);"CdS-b1-080x-0.jpg (CdS/16/139); CdS-b1-080x-1.jpg (CdS/16/140)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10683;CdS/16/139-140;négatif;https://www.geonames.org/3025860;49.61514, 3.21857
CdS-b1-0812;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-02-26;;Laon;3.62714;49.5631;;;vollständig;;3;"Chère sœur, il y avait trop longtems que tu ne m'avais écrit, lorsqu'enfin j'ai reçu ta petite lettre;";Stockender Briefverkehr zwischen CdS und SRD. Wohlergehen der CdS, des T. und seiner Familie. Gut besuchte, aber von T. abgelehnte Karnevalsbälle. Deren Lebhaftigkeit aufgrund der in Laon stationierten Offiziere der königlichen Garde. Bekanntschaft mit dem Sohn von M. de Bouillé (der Vorgesetzte des Adolphe). Erinnerungen an vergangene Ereignisse im Monat Februar: Geburt seiner Söhne, Reform der Gendarmerie, Ankunft der Kosaken etc. Schöne Briefe des Adolphe. Vermutung, dass CdS mit ihren Enkelkindern zufrieden ist und ihre Erziehung Früchte trägt. Erfolgreiche Erziehung durch Gespräche und nicht durch Regeln.;"Théis, Adolphe de; Bouillé, général de (Vorgesetzter des Adolphe de Théis bei dessen Martinique-Expedition)";"n/a; n/a";"n/a; n/a";Martinique;https://www.geonames.org/3570312;Salon/Gesellschaften;;;Schloss Dyck;Original: C04/S29/172-174(https://constance-de-salm.de/archiv/#/document/5929);"CdS-b1-0812-0.jpg (CdS/16/147); CdS-b1-0812-1.jpg (CdS/16/148)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10688;CdS/16/147-148;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-0814;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-04-10;;Laon;3.62714;49.5631;;;vollständig;;3;Tu t'en vas donc, chère sœur, je suis fâché de ne t'avoir pas vue pendant ce voyage;Bedauern über Abreise der CdS, die T. nicht gesehen hat. Lob der Schrift der CdS über Deutschland. Unmöglichkeit, die Bitte von L. D. [Ladoucette?] zu erfüllen, der verhindern will, dass eine Familie eine dringend benötigte Stellung erhält. T. möchte niemandem schaden. Gut, dass CdS ihre Enkelkinder aus dem Collège nimmt, da die Nachteile die Vorteile überwiegen. Dyck bietet alles für eine gute Erziehung: Gespräche mit distinguierten Personen etc. Erinnerungen an die eigene Kindheit. Erziehung im Collège beeinflusst den Charakter, private Erziehung den Geist. Malereiarbeiten der Kinder des T.;"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Saint-Mars, vicomte de [= général de Saint-Mars?]";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;"CdS: Des Allemands comparés aux Français (1826?); Bildende Kunst; Karriere/-förderung";;;Schloss Dyck;Original: C04/S29/178-180(https://constance-de-salm.de/archiv/#/document/5931);"CdS-b1-0814-0.jpg (CdS/16/151); CdS-b1-0814-1.jpg (CdS/16/152)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10690;CdS/16/151-152;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-080m;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1826-07-14;;Laon;3.62714;49.5631;;;vollständig;;4;Chère sœur, je me hâte de t'apprendre qu'après une longue attente, nous venons enfin de recevoir;Freude über Brief seines Sohnes Adolphe. Dessen Reisebericht: Beobachtungen der einheimischen Bevölkerung. Rat seiner Schwester vor dessen Abreise, diese gut zu behandeln. Guter Empfang durch S. E. [Son Excellence]. Beschreibung der dortigen Pflanzen. Adolphs Aufgaben als Sekretär des Generals. Gouverneursresidenz. Unterkunft des Adolphe. Zusammentreffen mit dem Gouverneur und anderen Personen.;"Théis, Adolphe de; Bouillé, général de (Vorgesetzter des Adolphe de Théis bei dessen Martinique-Expedition)";"n/a; n/a";"n/a; n/a";Saint-Pierre, Dep. Martinique;https://www.geonames.org/3569907;"Botanik/Gartenkunst; Reise/Mobilität";;;Schloss Dyck;Original: C04/S29/139-141(https://constance-de-salm.de/archiv/#/document/5917);"CdS-b1-080m-0.jpg (CdS/16/127); CdS-b1-080m-1.jpg (CdS/16/128); CdS-b1-080m-2.jpg (CdS/16/129)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10671;CdS/16/127-129;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-0825;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1828-07-29;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;3;Ton ouvrage m’est arrivé, cher frère, Drais l’avait, par mégarde, adressé à Aix;Erhalt seines Werks. Sehr positives Urteil nach Lektüre des ersten Bandes. Kritik an einer Bemerkung im Vorwort. Einzelne Meinungsverschiedenheiten. SRDs ebenfalls positives Urteil. SRDs Aufenthalt in Düsseldorf.;Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;;;Briefpartner/Werk;;;Schloss Dyck;;"CdS-b1-0825-0.jpg (CdS/16/180); CdS-b1-0825-1.jpg (CdS/16/181)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10727;CdS/16/180-181;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-081h;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-12-31;;Laon;3.62714;49.5631;;;vollständig;;2;Chère bonne sœur, que fais-tu donc? où es-tu? pourquoi ne m'écris-tu pas?;Bedauern über ausbleibende Briefe der CdS, mit der er gerne über die erfolgreiche Heirat seiner Tochter sprechen würde. Vermutung, dass CdS in Paris angekommen ist. Sorge. Ts Zufriedenheit, nun in Ruhe dem Alter entgegenblicken zu können. Zufriedenstellende Aussichten der Enkel der CdS.;Théis, Joséphine de, verh. Saint-Cricq, gen. Finette;;;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5941);"CdS-b1-081h-0.jpg (CdS/16/166); CdS-b1-081h-1.jpg (CdS/16/167)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10703;CdS/16/166-167;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-082j;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1828-10-29;;Aachen;6.08342;50.77664;;;vollständig;;4;Je suis à Aix depuis deux jours, cher frère, et on m’y envoye de Dyck la lettre;Freude über Geburt des ersten Enkels des T. Bemerkung zur Tatsache, dass es sich um einen Jungen handelt. Glückwünsche auch im Namen SRDs. T.s Gespräch mit Lemaître. CdS’ Misstrauen gegenüber Garreau und Pailliet. Zwei Tage zurückliegende Ankunft in Aachen. Schmerzen in der Hand und Unmöglichkeit, selbst zu schreiben. Enkel in Brüssel. Besondere Zuneigung zu Constant. Hoffnung auf Wiedersehen mit T. in Paris. PS: Ausgehend von einer Bemerkung T.s zu den Schmerzen der Geburt, Reflexion über die gerechte Verteilung von Leid unter Männern und Frauen.;"Francq, Constant de; Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829); Francq, drei Enkel der CdS; Lemaître, Monsieur (CdS' Anwalt in Laon); Garot/Garrot, Monsieur (Notar in Coucy); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; http://d-nb.info/gnd/121286169; n/a; n/a; n/a; n/a; n/a";"n/a; http://viaf.org/viaf/17555308; n/a; n/a; n/a; n/a; n/a";Brüssel;https://www.geonames.org/2800866;"Emanzipation/Frau; Familie/Familienrecht; Prozess/Gericht; Kindheit";;;Schloss Dyck;;"CdS-b1-082j-0.jpg (CdS/16/193); CdS-b1-082j-1.jpg (CdS/16/194); CdS-b1-082j-2.jpg (CdS/16/195)";main1;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/10741;CdS/16/193-195;négatif;https://www.geonames.org/3247449;50.77664, 6.08342
CdS-b1-083e;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1829-08-29;;Laon;3.62714;49.5631;;;vollständig;;5;Chère bonne sœur, je remets, de jour en jour, à t'écrire depuis nos grandes affaires;Antwort auf Brief der CdS. Ts Ärger, da er sich eine gute Position des Schwiegervaters seiner Tochter gewünscht hätte. M. de Saint-Cricq wusste um seine instabile Situation. Dessen Zuneigung zu seiner Schwiegertochter. Umzug der Familie Saint-Cricq. Ts Freude über eine Zusammenkunft der Familie in Aventure. Recht des Königs, sich seine Minister auszuwählen, aber allgemeines Bedauern. Ts Ablehnung von Bourdonnais und Bourmont. Schwierigkeit, das System zu ändern. Schlechter Einfluss von Jesuiten und Höflingen. Besuch des ehemaligen Ministers und Geistlichen Feutrier beim Präfekten. Ts positives Urteil über Feutrier. Niedrigkeit des Klerus in dieser Angelegenheit. Schlechtes Wetter und schwierige Ernte. Wunsch, M. de Candolle kennenzulernen. Erwähnung von Dyck im Buch von Candolle. Seit Veröffentlichung seines „Glossaire“ hat T. 500 neue Arten hinzugefügt.;"Candolle, Augustin-Pyrame de; Charles X, König von Frankreich; Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine); Bourmont, Charles de Ghaisne de; Feutrier, Jean-François-Hyacinthe; Walckenaer, Charles Athanase, baron; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette; La Bourdonnais, Monsieur de";"http://d-nb.info/gnd/116442921; http://d-nb.info/gnd/118776770; n/a; http://d-nb.info/gnd/1067964800; http://d-nb.info/gnd/1045804576; http://d-nb.info/gnd/117116661; n/a; n/a";"http://viaf.org/viaf/76389959; http://viaf.org/viaf/96583780; http://viaf.org/viaf/38444704; http://viaf.org/viaf/71695029; http://viaf.org/viaf/305923256; http://viaf.org/viaf/41966402; n/a; n/a";"Dyck (Schloss), Gde. Jüchen; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/2894637; https://www.geonames.org/3025860";"Wohnen/Haushalt; Briefpartner/Werk; Frankreich - Politik; Botanik/Gartenkunst; Religion/Kirche";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5966);"CdS-b1-083e-0.jpg (CdS/16/234); CdS-b1-083e-1.jpg (CdS/16/235); CdS-b1-083e-2.jpg (CdS/16/236); CdS-b1-083e-3.jpg (CdS/16/237)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10772;CdS/16/234-237;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-082v;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1829-04-17;;Laon;3.62714;49.5631;;;vollständig;;3;Chère et bonne sœur, j'ai attendu pour t'écrire que nos gens fussent de retour;Rückkehr seiner Frau aus Paris. T.s Gesundheitszustand. Freude seiner Frau über herzlichen Empfang bei CdS. Freude über Zusammenkommen der Familie und des Freundeskreises der CdS. Alter des T. und der CdS und Dankbarkeit für ihr Wohlergehen. Vorfreude auf baldiges Wiedersehen mit CdS und SRD. Ereignisse seit dem kurzen Zusammentreffen: Niederkunft seiner Tochter, Rückkehr des Adolphe etc., öffentliche Angelegenheiten. Hungersnot. Glückwunsch zum gerechten Ausgang des Prozesses der CdS.;"Théis, Adolphe de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; n/a";"n/a; n/a; n/a";Roye;https://www.geonames.org/2982330;Wirtschaft/Finanzen;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5961);"CdS-b1-082v-0.jpg (CdS/16/221); CdS-b1-082v-1.jpg (CdS/16/222)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10753;CdS/16/221-222;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-083j;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1829-12-31;;Laon;3.62714;49.5631;;;vollständig;;3;Chère sœur, heureusement que ma fille me donne de tes nouvelles, car je ne;Neuigkeiten von CdS durch seine Tochter. Kalter Winter. Erinnerung an den letzten mit CdS verbrachten Winter 1788. Sorge seiner Tochter um den erkrankten Sohn. Neujahrswünsche. Notwendigkeit, dass CdS noch einige Jahre lebt, um ihre Enkel zu versorgen. Leiden seiner Frau. Abwarten der politischen Entwicklung.;"Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a";"n/a; n/a";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;"Alter/Jugend; Familie/Familienrecht";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5971);"CdS-b1-083j-0.jpg (CdS/16/246); CdS-b1-083j-1.jpg (CdS/16/247)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10777;CdS/16/246-247;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-082o;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1828-12-23;;Laon;3.62714;49.5631;;;vollständig;;3;Je pars demain pour Paris, chère sœur, avec ma fille, son enfant et son monde.;Bedauern über Trennung von seiner Tochter. Ts Wunsch, CdS bald wiederzusehen. Ankunft des neuen Präfekten. Ts Enttäuschung: gewöhnliche Leute, die sich trotz Reichtum nur für Kosten interessieren. Höflicher Umgang des Präfekten mit T. Lob der dichterischen Anfänge von Constant.;"Francq, Constant de; Floirac, Jacques-Étienne de La Grange-Gourdon, comte de; Walckenaer, Charles Athanase, baron; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; http://d-nb.info/gnd/1031748733; http://d-nb.info/gnd/117116661; n/a";"n/a; http://viaf.org/viaf/215034736; http://viaf.org/viaf/41966402; n/a";;;Alter/Jugend;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5957);"CdS-b1-082o-0.jpg (CdS/16/201); CdS-b1-082o-1.jpg (CdS/16/202)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10746;CdS/16/201-202;négatif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-084m;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1831-10-23;;;;;;;vollständig;;4;Madame, vous devez être bien surprise de ce que je n’aie pas répondu à une lettre de vous,;Langes Warten des D. mit seiner Antwort auf CdS’ Brief, um einen bestimmten Punkt besser zu beantworten: Schwierigkeiten, Ladvocat diesbezüglich zu erreichen. Er ist anscheinend im Verzug und hat Geldprobleme. Das Werk soll bei Firmin Didot erscheinen, und D. hofft in einem weiteren Band einen Aufsatz über CdS platzieren zu können. Aufgabe des ursprünglichen Plans des D., Ladvocat das Werk „Roman historique“ anzubieten, aus Angst, er schaffe es auch nicht in der Zeit. Projekt des Alexandre Duval, einen Roman gegen die Schule der Romantik zu schreiben. Thurot und D. behalten die gleiche politische Gesinnung wie 1789 und 1830. Aber weitere Freunde der CdS haben ihre Meinung bzw. Gesinnung geändert, wie Viennet (ist Casimir Perier hörig). Ambitionen richten sich nach dem „Vorbild“ des „kleinen Thiers“: Eindrücke des D. über Thiers. Schmerzhaftes Zusehen, wie die Revolution in Belgien endete – sowie in anderen Ländern (Italien, Polen). Sollten die Männer der „Mitte“ („du juste milieu“) in Frankreich weiter regieren, könnte man auch die Franzosen bedauern.;"Didot, Firmin; Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Viennet, Jean-Pons-Guillaume; Thiers, Adolphe; Perier, Casimir Pierre; Ladvocat, Pierre-François, gen. Camille Ladvocat (Buchhändler); Thurot, Jean-François";"http://d-nb.info/gnd/116173068; http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/11741395X; http://d-nb.info/gnd/118801937; http://d-nb.info/gnd/119229692; http://d-nb.info/gnd/1130806936; http://d-nb.info/gnd/117627445";"http://viaf.org/viaf/54239780; http://viaf.org/viaf/100176929; http://viaf.org/viaf/17320004; http://viaf.org/viaf/71424155; https://viaf.org/viaf/41974440; http://viaf.org/viaf/74010387; http://viaf.org/viaf/193518763";;;"Constance de Salm - Vermarktung; Briefpartner/Werk; Frankreich - Julirevolution 1830; Französische Revolution; Italien - Politik; Romantik; Buchhandel/Verleger; Belgien - Politik; Polen - Politik";;Einer der wenigen Briefe, in dem politische Gesinnungen klar ausgelegt werden, sowie Kritik an die Regierung.;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/10069);"CdS-b1-084m-0.jpg (CdS/26/122); CdS-b1-084m-1.jpg (CdS/26/123); CdS-b1-084m-2.jpg (CdS/26/124)";main1;Male;;Female;https://constance-de-salm.de/archiv/#/document/10816;CdS/26/122-124;positif;;
CdS-b1-084y;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-04-02;;Limoges;1.24759;45.83362;;;vollständig;;2;Chère sœur, mon fils Charles m'apprend que tu es atteinte d'une de ces fièvres bilieuses;Erkrankung der CdS (Gallenfieber). Bitte um Nachricht durch Constant, da Charles nach Aventure reisen wird. Ts angegriffener Gesundheitszustand. Warten auf den Frühling. Ermüdendes Briefeschreiben im Rahmen seiner Position.;"Francq, Constant de; Théis, Charles Constant de";"n/a; http://d-nb.info/gnd/117624365";"n/a; http://viaf.org/viaf/794527";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5986);"CdS-b1-084y-0.jpg (CdS/17/106); CdS-b1-084y-1.jpg (CdS/17/107)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10828;CdS/17/106-107;négatif;https://www.geonames.org/2998286;45.83362, 1.24759
CdS-b1-0850;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-05-12;;Limoges;1.24759;45.83362;;;vollständig;;3;Chère sœur, ta lettre m'a fait le plus grand plaisir et surtout le petit mot que;Freude über Brief der CdS. Genesung der CdS und Bitte des T., sich zu schonen. Wetter. Gesundheitszustand der Familie. T. ist seit drei Jahren Präfekt. Seine Zufriedenheit mit der Stadt Limoges. Ts Wunsch, seine Heimat zu besuchen. Seine Finanzen. Zufriedenheit, wie weit er und CdS es in diesem bewegten Jahrhundert gebracht haben. Ausweisung eines Störenfrieds [der Mann der Tochter] aus seinem Haus.;"Théis, Charles Constant de; Ladoucette, Jean Charles François, baron de";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/116643919";"http://viaf.org/viaf/794527; http://viaf.org/viaf/89245444";Limoges;https://www.geonames.org/2998286;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5987);"CdS-b1-0850-0.jpg (CdS/17/109); CdS-b1-0850-1.jpg (CdS/17/110)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10830;CdS/17/109-110;positif;https://www.geonames.org/2998286;45.83362, 1.24759
CdS-b1-084a;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1831-09-25;;Limoges;1.24759;45.83362;;;vollständig;;4;Chère sœur, tu dois me reprocher d'être si longtems sans t'écrire, je me le reproche d'avantage;Ermüdendes Briefeschreiben. Anwesenheit der Familie, nur Charles arbeitet im Bureau des relations extérieures. Aus gesundheitlichen Gründen kann Adolphe seinen Dienst nicht wieder aufnehmen. Schlechter Gesundheitszustand seiner Tochter. Zufriedenheit seiner Frau mit dem Aufenthalt in Limoges. Zufriedenheit der Bevölkerung mit T. als Präfekten. Ts festliche Empfänge. Ts Altern. Ruhiges, aber aufgewühltes Land. Schöne Landschaft. Seit 4 Jahren kein Brief von Darblay. Verbesserte Gesundheit seines Enkels.;"Théis, Charles Constant de; Théis, Adolphe de; Arblay, Monsieur d' (Onkel von Joséphine de Théis); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a; n/a; n/a";Limoges;https://www.geonames.org/2998286;Salon/Gesellschaften;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5981);"CdS-b1-084a-0.jpg (CdS/17/050); CdS-b1-084a-1.jpg (CdS/17/051); CdS-b1-084a-2.jpg (CdS/17/052)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10804;CdS/17/050-052;négatif;https://www.geonames.org/2998286;45.83362, 1.24759
